Id,Odonimo,Codvia,Lunghezza,Data rilievo,Tecnico incaricato,ID Pianta,Specie,Sito Impianto,Lat,Log,h (m),Diametro (cm),Dist. sede stradale (m),Dist. marciapiede (m),CPC,Cod. lavorazione/elenco prezzi,Note,Data lav. F1,Cod. lavorazione - F2,Lavori - F2,Prezzo F2,Data lav. F2,Cod. lavorazione - F3,Lavori - F3,Prezzo F3,Data lav. F3,Cod. lavorazione - F4,Lavori - F4,Prezzo F4,Data lav. F4,Descrizione,Unità di misura,Prezzo Unitario,UPL,Quartiere,Circoscrizione,,,tipo_foglia,# Primavera, # Estate,# Autunno,# Inverno,foto
ALB_068,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,003,Ficus microcarpa,Cercine,38.120871,13.356590,12,79,1,4.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,27454.56,28014.86,27454.56,26614.12,img/albero.png
ALB_069,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,004,Ficus microcarpa,Cercine,38.120886,13.356503,12,53,1,4.5,D,APL.018S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,9611.89,9808.06,9611.89,9317.65,img/albero.png
ALB_070,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,005,Ficus microcarpa,Cercine,38.120909,13.356381,12,59,1.5,4.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,18784.81,19168.18,18784.81,18209.77,img/albero.png
ALB_071,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,006,Ficus microcarpa,Cercine,38.120931,13.356307,12,65,1.5,4.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,21305.25,21740.05,21305.25,20653.05,img/albero.png
ALB_072,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,007,Ficus microcarpa,Cercine,38.120949,13.356233,12,65,1.5,4.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,21305.25,21740.05,21305.25,20653.05,img/albero.png
ALB_073,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,008,Ficus microcarpa,Cercine,38.120969,13.356155,12,63,1,4.5,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,16846.94,17190.76,16846.94,16331.22,img/albero.png
ALB_074,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,009,Ficus microcarpa,Cercine,38.121027,13.355921,12,82,1.5,4.5,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,23732.11,24216.44,23732.11,23005.62,img/albero.png
ALB_075,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,010,Ficus microcarpa,Cercine,38.121042,13.355819,12,77,1.5,4.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,26554.45,27096.37,26554.45,25741.55,img/albero.png
ALB_076,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,011,Ficus microcarpa,Cercine,38.121315,13.354424,12,62,1.2,0.4,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,20035.88,20444.78,20035.88,19422.54,img/albero.png
ALB_077,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,012,Ficus microcarpa,Cercine,38.121345,13.354338,12,49,1.2,0.5,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,12151.60,12399.59,12151.60,11779.61,img/albero.png
ALB_078,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,013,Ficus microcarpa,Cercine,38.121360,13.354273,12,41,1.7,0.4,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,11703.57,11942.42,11703.57,11345.30,img/albero.png
ALB_079,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,014,Ficus microcarpa,Cercine,38.121376,13.354183,12,38,1.7,0.5,C/D,APL.026S,Ricontrollo post-intervento,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,3742.14,3818.51,3742.14,3627.59,img/albero.png
ALB_080,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,015,Ficus microcarpa,Cercine,38.121404,13.354133,12,50,0.6,0.4,C/D,APL.026S,Ricontrollo post-intervento,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,5346.41,5455.53,5346.41,5182.75,img/albero.png
ALB_081,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,016,Ficus microcarpa,Cercine,38.121371,13.353804,12,48,0.2,0.5,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,11830.20,12071.63,11830.20,11468.05,img/albero.png
ALB_082,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,017,Ficus microcarpa,Cercine,38.121307,13.354075,10,37,2,1,D,APL.018S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,5112.69,5217.03,5112.69,4956.18,img/albero.png
ALB_083,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,018,Ficus microcarpa,Cercine,38.121294,13.354170,12,45,2,1,D,APL.018S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,7770.10,7928.67,7770.10,7532.24,img/albero.png
ALB_084,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,019,Ficus microcarpa,Cercine,38.121281,13.354216,12,42,2,1.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,12076.01,12322.46,12076.01,11706.33,img/albero.png
ALB_085,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,020,Ficus microcarpa,Cercine,38.121271,13.354265,12,35,2,1.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,9527.69,9722.14,9527.69,9236.03,img/albero.png
ALB_086,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,021,Ficus microcarpa,Cercine,38.121256,13.354321,12,47,2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,13977.40,14262.66,13977.40,13549.52,img/albero.png
ALB_087,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,022,Ficus microcarpa,Cercine,38.121236,13.354382,12,65,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,21305.25,21740.05,21305.25,20653.05,img/albero.png
ALB_088,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,023,Ficus microcarpa,Cercine,38.121210,13.354577,12,40,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,11333.85,11565.15,11333.85,10986.89,img/albero.png
ALB_089,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,024,Ficus microcarpa,Cercine,38.121191,13.354653,12,49,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,14755.51,15056.64,14755.51,14303.81,img/albero.png
ALB_090,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,025,Ficus microcarpa,Cercine,38.121175,13.354725,12,47,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,13977.40,14262.66,13977.40,13549.52,img/albero.png
ALB_091,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,026,Ficus microcarpa,Cercine,38.121139,13.354858,12,50,2,2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,12474.97,12729.56,12474.97,12093.08,img/albero.png
ALB_092,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,027,Ficus microcarpa,Cercine,38.121126,13.354924,12,46,1.5,,C/D,APL.026S,Ricontrollo post-intervento,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,4797.19,4895.09,4797.19,4650.34,img/albero.png
ALB_093,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,028,Ficus microcarpa,Cercine,38.121113,13.354998,12,65,1.5,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,21305.25,21740.05,21305.25,20653.05,img/albero.png
ALB_094,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,029,Ficus microcarpa,Cercine,38.121097,13.355074,12,62,1.5,2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,20035.88,20444.78,20035.88,19422.54,img/albero.png
ALB_095,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,030,Ficus microcarpa,Cercine,38.121076,13.355160,12,68,1.5,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,22592.32,23053.39,22592.32,21900.72,img/albero.png
ALB_096,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,031,Ficus microcarpa,Cercine,38.121057,13.355239,12,38,1.5,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,10602.74,10819.12,10602.74,10278.16,img/albero.png
ALB_097,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,032,Ficus microcarpa,Cercine,38.121036,13.355317,12,58,2,1,D,APL.018S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,10807.04,11027.59,10807.04,10476.21,img/albero.png
ALB_098,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,033,Ficus microcarpa,Cercine,38.121017,13.355394,12,38,1.5,2,D,APL.018S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,6236.90,6364.19,6236.90,6045.98,img/albero.png
ALB_099,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,034,Ficus microcarpa,Cercine,38.121000,13.355467,12,41,1.5,2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,11703.57,11942.42,11703.57,11345.30,img/albero.png
ALB_100,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,035,Ficus microcarpa,Cercine,38.120984,13.355545,12,43,1.5,2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,12451.12,12705.22,12451.12,12069.96,img/albero.png
ALB_101,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,036,Ficus microcarpa,Cercine,38.120963,13.355635,12,52,1.5,2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,15940.56,16265.88,15940.56,15452.59,img/albero.png
ALB_102,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,037,Ficus microcarpa,Cercine,38.120945,13.355701,12,45,1.5,2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_103,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,038,Ficus microcarpa,Cercine,38.120931,13.355774,12,55,1.5,2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,17146.31,17496.24,17146.31,16621.43,img/albero.png
ALB_104,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,039,Ficus microcarpa,Cercine,38.120915,13.355850,12,48,1.5,2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,14365.24,14658.41,14365.24,13925.49,img/albero.png
ALB_105,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,040,Ficus microcarpa,Cercine,38.120899,13.355916,12,36,1.5,2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,9883.09,10084.78,9883.09,9580.54,img/albero.png
ALB_106,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,041,Ficus microcarpa,Cercine,38.120888,13.355971,12,48,1.5,2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,11830.20,12071.63,11830.20,11468.05,img/albero.png
ALB_107,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,042,Ficus microcarpa,Cercine,38.120877,13.356029,12,52,1.5,2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,13127.52,13395.43,13127.52,12725.66,img/albero.png
ALB_108,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,043,Ficus microcarpa,Cercine,38.120863,13.356087,12,52,1.5,2.5,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,13127.52,13395.43,13127.52,12725.66,img/albero.png
ALB_109,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,044,Ficus microcarpa,Cercine,38.120847,13.356151,12,78,1.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,27003.64,27554.73,27003.64,26177.00,img/albero.png
ALB_110,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,045,Ficus microcarpa,Cercine,38.120790,13.356470,12,59,1.2,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,18784.81,19168.18,18784.81,18209.77,img/albero.png
ALB_111,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,046,Ficus microcarpa,Cercine,38.120769,13.356597,12,65,1,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,21305.25,21740.05,21305.25,20653.05,img/albero.png
ALB_112,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,047,Ficus microcarpa,Cercine,38.120753,13.356683,12,65,1,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,21305.25,21740.05,21305.25,20653.05,img/albero.png
ALB_113,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,048,Ficus microcarpa,Cercine,38.120713,13.356793,12,103,1,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,S.Francesco di Paola - Terrasanta,Politeama,VIII,,,sempreverde,38760.35,39551.38,38760.35,37573.81,img/albero.png
ALB_114,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,001,Ficus microcarpa,Cercine,38.131018,13.353000,12,48,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,14365.24,14658.41,14365.24,13925.49,img/albero.png
ALB_115,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,002,Ficus microcarpa,Cercine,38.131054,13.353087,12,48,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,14365.24,14658.41,14365.24,13925.49,img/albero.png
ALB_116,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,003,Ficus microcarpa,Cercine,38.131097,13.353191,12,46,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,13592.03,13869.42,13592.03,13175.95,img/albero.png
ALB_117,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,004,Ficus microcarpa,Cercine,38.131133,13.353290,12,42,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,12076.01,12322.46,12076.01,11706.33,img/albero.png
ALB_118,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,005,Ficus microcarpa,Cercine,38.131165,13.353365,12,47,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,13977.40,14262.66,13977.40,13549.52,img/albero.png
ALB_119,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,006,Ficus microcarpa,Cercine,38.131195,13.353427,12,45,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_120,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,007,Ficus microcarpa,Cercine,38.131221,13.353500,12,39,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,10966.88,11190.70,10966.88,10631.16,img/albero.png
ALB_121,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,008,Ficus microcarpa,Cercine,38.131274,13.353647,12,49,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,14755.51,15056.64,14755.51,14303.81,img/albero.png
ALB_122,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,009,Ficus microcarpa,Cercine,38.131312,13.353749,12,46,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,13592.03,13869.42,13592.03,13175.95,img/albero.png
ALB_123,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,010,Ficus microcarpa,Cercine,38.131355,13.353846,12,39,0.5,0.2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9031.55,9215.87,9031.55,8755.08,img/albero.png
ALB_124,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,011,Ficus microcarpa,Cercine,38.131381,13.353917,12,42,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,12076.01,12322.46,12076.01,11706.33,img/albero.png
ALB_125,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,012,Ficus microcarpa,Cercine,38.131416,13.353998,12,48,0.5,0.6,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,11830.20,12071.63,11830.20,11468.05,img/albero.png
ALB_126,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,013,Ficus microcarpa,Cercine,38.131449,13.354083,12,50,0.5,0.4,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,15148.17,15457.32,15148.17,14684.45,img/albero.png
ALB_127,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,014,Ficus microcarpa,Cercine,38.131510,13.354280,12,48,0.4,0.8,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,14365.24,14658.41,14365.24,13925.49,img/albero.png
ALB_128,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,015,Ficus microcarpa,Cercine,38.131533,13.354349,12,56,0.4,0.8,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,17552.69,17910.91,17552.69,17015.36,img/albero.png
ALB_129,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,016,Ficus microcarpa,Cercine,38.131567,13.354430,12,49,0.4,0.6,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,12151.60,12399.59,12151.60,11779.61,img/albero.png
ALB_130,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,017,Ficus microcarpa,Cercine,38.131595,13.354517,12,38,0.4,0.5,C/D,APL.026S,ricontrollo post-intervento,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,3742.14,3818.51,3742.14,3627.59,img/albero.png
ALB_131,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,018,Ficus microcarpa,Cercine,38.131631,13.354606,12,49,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,14755.51,15056.64,14755.51,14303.81,img/albero.png
ALB_132,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,019,Ficus microcarpa,Cercine,38.131695,13.354761,12,45,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_133,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,020,Ficus microcarpa,Cercine,38.131739,13.354881,12,42,0.4,0.2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9944.95,10147.91,9944.95,9640.51,img/albero.png
